https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC,tradecount
1610496000000,2021-01-13 00:00:00,ETH/BTC,0.03085200,0.03137100,0.03002700,0.03023200,314834.42800000,9690.65379761,337982
1610409600000,2021-01-12 00:00:00,ETH/BTC,0.03069200,0.03215400,0.03027500,0.03085100,404213.12800000,12584.35865709,366838
1610323200000,2021-01-11 00:00:00,ETH/BTC,0.03287700,0.03306100,0.02971000,0.03070000,768405.68300000,23910.39950410,745797
1610236800000,2021-01-10 00:00:00,ETH/BTC,0.03183000,0.03387300,0.03156500,0.03287800,562292.17600000,18450.41076023,492554
1610150400000,2021-01-09 00:00:00,ETH/BTC,0.02997700,0.03219500,0.02946600,0.03183000,429652.20700000,13114.34580400,370234
1610064000000,2021-01-08 00:00:00,ETH/BTC,0.03104800,0.03115700,0.02900300,0.02997500,494495.49000000,14904.87328302,461815
1609977600000,2021-01-07 00:00:00,ETH/BTC,0.03287300,0.03301600,0.03090100,0.03104800,497566.14800000,15937.87823192,430443
1609891200000,2021-01-06 00:00:00,ETH/BTC,0.03239600,0.03452000,0.03132300,0.03287300,595927.88600000,19513.97251707,522426
1609804800000,2021-01-05 00:00:00,ETH/BTC,0.03255200,0.03455500,0.03109400,0.03239300,711228.33500000,23326.86644554,629535
1609718400000,2021-01-04 00:00:00,ETH/BTC,0.02963900,0.03500000,0.02892900,0.03255100,1065276.77600000,34052.77416581,962251
1609632000000,2021-01-03 00:00:00,ETH/BTC,0.02406200,0.03050000,0.02308300,0.02964000,879979.85100000,23408.58952013,671050
1609545600000,2021-01-02 00:00:00,ETH/BTC,0.02485100,0.02495500,0.02354000,0.02406200,392306.65200000,9538.47358520,271256
1609459200000,2021-01-01 00:00:00,ETH/BTC,0.02546400,0.02555100,0.02480000,0.02485000,218305.47200000,5498.47719109,140532
1609372800000,2020-12-31 00:00:00,ETH/BTC,0.02604500,0.02610500,0.02538100,0.02545800,231256.59500000,5941.62586171,163547
1609286400000,2020-12-30 00:00:00,ETH/BTC,0.02673300,0.02700200,0.02577200,0.02604600,332506.76000000,8698.20813128,206933
1609200000000,2020-12-29 00:00:00,ETH/BTC,0.02697400,0.02737600,0.02630000,0.02673200,272507.13800000,7341.05401959,214069
1609113600000,2020-12-28 00:00:00,ETH/BTC,0.02605900,0.02766600,0.02576000,0.02696700,612564.01400000,16455.43136438,321071
1609027200000,2020-12-27 00:00:00,ETH/BTC,0.02405500,0.02650000,0.02275400,0.02605700,732496.12100000,18044.22688085,358235
1608940800000,2020-12-26 00:00:00,ETH/BTC,0.02536400,0.02550600,0.02388800,0.02405500,316895.77000000,7885.09651553,166092
1608854400000,2020-12-25 00:00:00,ETH/BTC,0.02580600,0.02612600,0.02524000,0.02536300,263356.94900000,6775.30383044,129788
1608768000000,2020-12-24 00:00:00,ETH/BTC,0.02520600,0.02597900,0.02478000,0.02580600,282077.82500000,7126.68642100,147565
1608681600000,2020-12-23 00:00:00,ETH/BTC,0.02672900,0.02677000,0.02410700,0.02520000,392290.01300000,10148.30557984,219619
1608595200000,2020-12-22 00:00:00,ETH/BTC,0.02675300,0.02703900,0.02620900,0.02672900,268617.07100000,7143.62632471,142784
1608508800000,2020-12-21 00:00:00,ETH/BTC,0.02719500,0.02730900,0.02640200,0.02675300,219486.58500000,5902.23641310,137134
1608422400000,2020-12-20 00:00:00,ETH/BTC,0.02762200,0.02795700,0.02683100,0.02719300,218389.30100000,5995.45322308,141966
1608336000000,2020-12-19 00:00:00,ETH/BTC,0.02829300,0.02863200,0.02742200,0.02762100,277951.34300000,7803.46731063,163466
1608249600000,2020-12-18 00:00:00,ETH/BTC,0.02819300,0.02879500,0.02794400,0.02829200,245310.12300000,6935.82785751,146283
1608163200000,2020-12-17 00:00:00,ETH/BTC,0.02986600,0.03035000,0.02745900,0.02818500,488229.16400000,14076.90429666,285386
1608076800000,2020-12-16 00:00:00,ETH/BTC,0.03030600,0.03037500,0.02950900,0.02986400,284385.67900000,8537.08864438,154704
1607990400000,2020-12-15 00:00:00,ETH/BTC,0.03042100,0.03057100,0.03012600,0.03030500,157968.93700000,4794.97086859,83524
1607904000000,2020-12-14 00:00:00,ETH/BTC,0.03081800,0.03087900,0.03021300,0.03042100,138119.46500000,4213.43616567,74111
1607817600000,2020-12-13 00:00:00,ETH/BTC,0.03020500,0.03091500,0.03000100,0.03081800,164339.00900000,4999.95170409,83439
1607731200000,2020-12-12 00:00:00,ETH/BTC,0.03018600,0.03051200,0.02988100,0.03020700,141634.02800000,4282.69180555,79627
1607644800000,2020-12-11 00:00:00,ETH/BTC,0.03062300,0.03071000,0.03008500,0.03018100,178288.22500000,5427.06762583,99217
1607558400000,2020-12-10 00:00:00,ETH/BTC,0.03091200,0.03103300,0.03047400,0.03062100,180753.12400000,5551.64876658,93584
1607472000000,2020-12-09 00:00:00,ETH/BTC,0.03028600,0.03136500,0.02988000,0.03090800,252301.98100000,7721.03057523,143170
1607385600000,2020-12-08 00:00:00,ETH/BTC,0.03084800,0.03087100,0.02993900,0.03028700,259698.36900000,7921.25871783,152474
1607299200000,2020-12-07 00:00:00,ETH/BTC,0.03107400,0.03109000,0.03069100,0.03084800,177978.21600000,5504.18081463,109719
1607212800000,2020-12-06 00:00:00,ETH/BTC,0.03117000,0.03145400,0.03090700,0.03107600,211907.78100000,6600.86481050,123533
1607126400000,2020-12-05 00:00:00,ETH/BTC,0.03041500,0.03118400,0.03030100,0.03116900,258714.39200000,7986.32579653,139551
1607040000000,2020-12-04 00:00:00,ETH/BTC,0.03170800,0.03176900,0.03040400,0.03041600,360755.22500000,11245.38622929,195556
