https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume BTC,tradecount
1609804800000,2021-01-05 00:00:00,NEO/BTC,0.00051100,0.00054900,0.00048300,0.00049800,501053.63000000,256.05893938,17871
1609718400000,2021-01-04 00:00:00,NEO/BTC,0.00048600,0.00053900,0.00048500,0.00051200,541403.87000000,276.12923475,23284
1609632000000,2021-01-03 00:00:00,NEO/BTC,0.00044800,0.00049000,0.00040400,0.00048600,474301.33000000,211.02901584,15617
1609545600000,2021-01-02 00:00:00,NEO/BTC,0.00049300,0.00050000,0.00043400,0.00044800,341238.23000000,157.41509187,10684
1609459200000,2021-01-01 00:00:00,NEO/BTC,0.00049300,0.00050600,0.00048900,0.00049200,183254.11000000,91.20441055,6157
1609372800000,2020-12-31 00:00:00,NEO/BTC,0.00050900,0.00051000,0.00048600,0.00049300,189471.66000000,94.47592946,7060
1609286400000,2020-12-30 00:00:00,NEO/BTC,0.00054900,0.00055200,0.00050400,0.00050900,195394.02000000,102.45135032,8759
1609200000000,2020-12-29 00:00:00,NEO/BTC,0.00057700,0.00059200,0.00054400,0.00055000,216549.30000000,121.41769746,9578
1609113600000,2020-12-28 00:00:00,NEO/BTC,0.00057600,0.00060300,0.00055800,0.00057800,226068.39000000,130.84514685,9922
1609027200000,2020-12-27 00:00:00,NEO/BTC,0.00056600,0.00058400,0.00051600,0.00057600,354251.42000000,195.95459997,12522
1608940800000,2020-12-26 00:00:00,NEO/BTC,0.00061300,0.00061700,0.00055900,0.00056600,243587.13000000,141.83422416,10175
1608854400000,2020-12-25 00:00:00,NEO/BTC,0.00064300,0.00066000,0.00060800,0.00061400,210034.53000000,133.23586362,8925
1608768000000,2020-12-24 00:00:00,NEO/BTC,0.00058000,0.00064700,0.00057100,0.00064300,207643.76000000,125.70338586,9107
1608681600000,2020-12-23 00:00:00,NEO/BTC,0.00069300,0.00069900,0.00053200,0.00058000,363997.42000000,231.42315323,16680
1608595200000,2020-12-22 00:00:00,NEO/BTC,0.00072600,0.00072900,0.00068900,0.00069400,146762.63000000,104.44788301,8202
1608508800000,2020-12-21 00:00:00,NEO/BTC,0.00074700,0.00075300,0.00071300,0.00072700,459179.37000000,336.02374414,14413
1608422400000,2020-12-20 00:00:00,NEO/BTC,0.00074900,0.00078100,0.00073500,0.00074700,221190.74000000,168.10095188,11339
1608336000000,2020-12-19 00:00:00,NEO/BTC,0.00077500,0.00080400,0.00074100,0.00074900,198579.31000000,153.21032550,10065
1608249600000,2020-12-18 00:00:00,NEO/BTC,0.00077900,0.00080200,0.00076700,0.00077500,254945.18000000,199.33793933,11217
1608163200000,2020-12-17 00:00:00,NEO/BTC,0.00084200,0.00085500,0.00076400,0.00077700,401333.21000000,322.94243059,18392
1608076800000,2020-12-16 00:00:00,NEO/BTC,0.00088000,0.00088100,0.00083100,0.00084100,220740.05000000,188.39541778,10211
1607990400000,2020-12-15 00:00:00,NEO/BTC,0.00090200,0.00090500,0.00087400,0.00088000,130938.72000000,116.12773963,7404
1607904000000,2020-12-14 00:00:00,NEO/BTC,0.00090200,0.00091800,0.00088900,0.00090200,95197.03000000,85.79916559,5776
1607817600000,2020-12-13 00:00:00,NEO/BTC,0.00087600,0.00091800,0.00087300,0.00090000,139898.35000000,125.50991677,7904
1607731200000,2020-12-12 00:00:00,NEO/BTC,0.00088100,0.00090800,0.00087100,0.00087600,102770.90000000,91.32147133,5745
1607644800000,2020-12-11 00:00:00,NEO/BTC,0.00089100,0.00089900,0.00087400,0.00088200,108765.08000000,96.24720324,6437
1607558400000,2020-12-10 00:00:00,NEO/BTC,0.00091200,0.00091400,0.00088600,0.00089100,138788.96000000,125.04336299,6851
1607472000000,2020-12-09 00:00:00,NEO/BTC,0.00089700,0.00092500,0.00087800,0.00091100,148655.24000000,134.11708736,7471
1607385600000,2020-12-08 00:00:00,NEO/BTC,0.00091100,0.00091400,0.00088100,0.00089900,117876.49000000,105.85957319,6767
1607299200000,2020-12-07 00:00:00,NEO/BTC,0.00092500,0.00092800,0.00090900,0.00091000,83368.03000000,76.59138464,4839
1607212800000,2020-12-06 00:00:00,NEO/BTC,0.00093900,0.00094100,0.00092000,0.00092500,62302.27000000,57.96779524,3836
1607126400000,2020-12-05 00:00:00,NEO/BTC,0.00092600,0.00094400,0.00091900,0.00093700,86323.06000000,80.64080430,4413
1607040000000,2020-12-04 00:00:00,NEO/BTC,0.00097100,0.00097700,0.00091800,0.00092600,152326.46000000,144.30543631,7708
