https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDTHALF,Volume USD
1657843200000.0,2022-07-15 00:00:00,USDTHALF/USD,6158.75,6160.25,6155.5,6159.75,0.0,0.0
1657756800000.0,2022-07-14 00:00:00,USDTHALF/USD,6156.75,6159.0,6155.5,6158.75,0.0,0.0
1657670400000.0,2022-07-13 00:00:00,USDTHALF/USD,6157.75,6157.75,6155.5,6156.75,0.0,0.0
1657584000000.0,2022-07-12 00:00:00,USDTHALF/USD,6158.5,6158.5,6155.5,6157.75,0.0,0.0
1657497600000.0,2022-07-11 00:00:00,USDTHALF/USD,6159.0,6159.75,6155.5,6158.5,0.0,0.0
1657411200000.0,2022-07-10 00:00:00,USDTHALF/USD,6159.75,6160.25,6155.5,6159.0,0.0,0.0
1657324800000.0,2022-07-09 00:00:00,USDTHALF/USD,6158.5,6160.5,6155.5,6159.75,0.0,0.0
1657238400000.0,2022-07-08 00:00:00,USDTHALF/USD,6157.75,6159.5,6155.5,6158.5,0.0,0.0
1657152000000.0,2022-07-07 00:00:00,USDTHALF/USD,6157.0,6158.25,6155.5,6157.75,0.0,0.0
1657065600000.0,2022-07-06 00:00:00,USDTHALF/USD,6156.0,6157.75,6155.5,6157.0,0.0,0.0
1656979200000.0,2022-07-05 00:00:00,USDTHALF/USD,6156.5,6157.0,6155.5,6156.0,0.0,0.0
1656892800000.0,2022-07-04 00:00:00,USDTHALF/USD,6156.0,6157.5,6155.5,6156.5,0.0,0.0
1656806400000.0,2022-07-03 00:00:00,USDTHALF/USD,6155.5,6157.5,6155.5,6156.0,0.0,0.0
1656720000000.0,2022-07-02 00:00:00,USDTHALF/USD,6155.5,6156.0,6155.5,6155.5,0.0,0.0
1656633600000.0,2022-07-01 00:00:00,USDTHALF/USD,6155.5,6156.75,6155.5,6155.5,0.0,0.0
1656547200000.0,2022-06-30 00:00:00,USDTHALF/USD,6156.0,6156.75,6155.5,6155.5,0.0,0.0
1656460800000.0,2022-06-29 00:00:00,USDTHALF/USD,6155.5,6157.0,6155.5,6156.0,0.0,0.0
1656374400000.0,2022-06-28 00:00:00,USDTHALF/USD,6168.5,6170.0,6155.5,6155.5,0.00033000000000000005,2.031315
1656288000000.0,2022-06-27 00:00:00,USDTHALF/USD,6170.0,6170.0,6167.75,6168.5,0.0,0.0
1656201600000.0,2022-06-26 00:00:00,USDTHALF/USD,6157.25,6170.0,6151.0,6170.0,0.00032999999999999994,2.0361
1656115200000.0,2022-06-25 00:00:00,USDTHALF/USD,6156.25,6157.75,6151.0,6157.25,0.0,0.0
1656028800000.0,2022-06-24 00:00:00,USDTHALF/USD,6155.5,6157.0,6151.0,6156.25,0.0,0.0
1655942400000.0,2022-06-23 00:00:00,USDTHALF/USD,6153.75,6156.0,6151.0,6155.5,0.0,0.0
1655856000000.0,2022-06-22 00:00:00,USDTHALF/USD,6152.5,6154.5,6151.0,6153.75,0.0,0.0
1655769600000.0,2022-06-21 00:00:00,USDTHALF/USD,6151.0,6153.5,6151.0,6152.5,0.0,0.0
1655683200000.0,2022-06-20 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655596800000.0,2022-06-19 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655510400000.0,2022-06-18 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655424000000.0,2022-06-17 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655337600000.0,2022-06-16 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655251200000.0,2022-06-15 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655164800000.0,2022-06-14 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1655078400000.0,2022-06-13 00:00:00,USDTHALF/USD,6151.0,6151.0,6151.0,6151.0,0.0,0.0
1654992000000.0,2022-06-12 00:00:00,USDTHALF/USD,6151.25,6151.25,6151.0,6151.0,0.0,0.0
1654905600000.0,2022-06-11 00:00:00,USDTHALF/USD,6151.0,6151.5,6151.0,6151.25,0.0,0.0
1654819200000.0,2022-06-10 00:00:00,USDTHALF/USD,6151.5,6153.75,6151.0,6151.0,0.0,0.0
1654732800000.0,2022-06-09 00:00:00,USDTHALF/USD,6151.0,6152.5,6151.0,6151.5,0.0,0.0
1654646400000.0,2022-06-08 00:00:00,USDTHALF/USD,6151.5,6163.75,6149.5,6151.0,0.003253378718907495,20.0115325
1654560000000.0,2022-06-07 00:00:00,USDTHALF/USD,6151.0,6152.0,6149.5,6151.5,0.0,0.0
1654473600000.0,2022-06-06 00:00:00,USDTHALF/USD,6150.25,6151.25,6149.5,6151.0,0.0,0.0
1654387200000.0,2022-06-05 00:00:00,USDTHALF/USD,6150.0,6150.75,6149.5,6150.25,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,USDTHALF/USD,6150.0,6151.25,6149.5,6150.0,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,USDTHALF/USD,6151.0,6151.75,6149.5,6150.0,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,USDTHALF/USD,6150.75,6151.75,6149.5,6151.0,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,USDTHALF/USD,6152.25,6152.5,6149.5,6150.75,0.0,0.0
1653955200000.0,2022-05-31 00:00:00,USDTHALF/USD,6152.5,6153.0,6149.5,6152.25,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,USDTHALF/USD,6151.25,6153.0,6149.5,6152.5,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,USDTHALF/USD,6150.5,6151.75,6149.5,6151.25,0.0,0.0
1653696000000.0,2022-05-28 00:00:00,USDTHALF/USD,6149.5,6150.75,6149.5,6150.5,0.0,0.0
1653609600000.0,2022-05-27 00:00:00,USDTHALF/USD,6165.75,6165.75,6149.5,6149.5,0.0012811708268964956,7.87856
1653523200000.0,2022-05-26 00:00:00,USDTHALF/USD,6161.25,6165.75,6159.75,6165.75,0.0,0.0
1653436800000.0,2022-05-25 00:00:00,USDTHALF/USD,6160.75,6165.75,6160.25,6161.25,0.0,0.0
1653350400000.0,2022-05-24 00:00:00,USDTHALF/USD,6160.5,6165.75,6160.25,6160.75,0.0,0.0
1653264000000.0,2022-05-23 00:00:00,USDTHALF/USD,6161.25,6165.75,6160.5,6160.5,0.0,0.0
1653177600000.0,2022-05-22 00:00:00,USDTHALF/USD,6162.0,6165.75,6160.25,6161.25,0.0,0.0
1653091200000.0,2022-05-21 00:00:00,USDTHALF/USD,6165.75,6165.75,6161.25,6162.0,0.0,0.0
1653004800000.0,2022-05-20 00:00:00,USDTHALF/USD,6162.25,6165.75,6128.75,6165.75,0.0,0.0
1652918400000.0,2022-05-19 00:00:00,USDTHALF/USD,6165.75,6165.75,6159.5,6162.25,0.0,0.0
1652832000000.0,2022-05-18 00:00:00,USDTHALF/USD,6164.0,6165.75,6159.25,6165.75,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,USDTHALF/USD,6160.0,6165.75,6158.75,6164.0,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,USDTHALF/USD,6159.75,6165.75,6158.75,6160.0,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,USDTHALF/USD,6159.25,6165.75,6157.75,6159.75,0.0,0.0
1652486400000.0,2022-05-14 00:00:00,USDTHALF/USD,6159.25,6165.75,6156.0,6159.25,0.0,0.0
1652400000000.0,2022-05-13 00:00:00,USDTHALF/USD,6157.75,6165.75,6156.5,6159.25,0.0,0.0
1652313600000.0,2022-05-12 00:00:00,USDTHALF/USD,6162.0,6165.75,6052.75,6157.75,0.0,0.0
1652227200000.0,2022-05-11 00:00:00,USDTHALF/USD,6163.25,6165.75,6157.75,6162.0,0.0,0.0
1652140800000.0,2022-05-10 00:00:00,USDTHALF/USD,6163.5,6165.75,6163.0,6163.25,0.0,0.0
1652054400000.0,2022-05-09 00:00:00,USDTHALF/USD,6160.75,6165.75,6159.75,6163.5,0.0,0.0
1651968000000.0,2022-05-08 00:00:00,USDTHALF/USD,6160.25,6165.75,6159.25,6160.75,0.0,0.0
1651881600000.0,2022-05-07 00:00:00,USDTHALF/USD,6160.25,6165.75,6159.0,6160.25,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,USDTHALF/USD,6162.0,6165.75,6159.0,6160.25,0.0,0.0
1651708800000.0,2022-05-05 00:00:00,USDTHALF/USD,6161.25,6165.75,6159.5,6162.0,0.0,0.0
1651622400000.0,2022-05-04 00:00:00,USDTHALF/USD,6161.0,6165.75,6160.0,6161.25,0.0,0.0
1651536000000.0,2022-05-03 00:00:00,USDTHALF/USD,6163.0,6165.75,6160.25,6161.0,0.0,0.0
1651449600000.0,2022-05-02 00:00:00,USDTHALF/USD,6162.0,6165.75,6160.5,6163.0,0.0,0.0
1651363200000.0,2022-05-01 00:00:00,USDTHALF/USD,6162.0,6165.75,6161.25,6162.0,0.0,0.0
1651276800000.0,2022-04-30 00:00:00,USDTHALF/USD,6162.25,6165.75,6160.0,6162.0,0.0,0.0
1651190400000.0,2022-04-29 00:00:00,USDTHALF/USD,6162.75,6165.75,6161.5,6162.25,0.0,0.0
1651104000000.0,2022-04-28 00:00:00,USDTHALF/USD,6162.25,6165.75,6160.75,6162.75,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,USDTHALF/USD,6162.25,6165.75,6161.5,6162.25,0.0,0.0
1650931200000.0,2022-04-26 00:00:00,USDTHALF/USD,6163.25,6165.75,6160.75,6162.25,0.0,0.0
1650844800000.0,2022-04-25 00:00:00,USDTHALF/USD,6163.25,6165.75,6162.75,6163.25,0.0,0.0
1650758400000.0,2022-04-24 00:00:00,USDTHALF/USD,6163.5,6165.75,6162.75,6163.25,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,USDTHALF/USD,6164.0,6165.75,6163.5,6163.5,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,USDTHALF/USD,6164.75,6165.75,6163.5,6164.0,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,USDTHALF/USD,6165.5,6165.75,6164.0,6164.75,0.0,0.0
1650412800000.0,2022-04-20 00:00:00,USDTHALF/USD,6165.0,6165.75,6163.75,6165.5,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,USDTHALF/USD,6165.75,6165.75,6164.0,6165.0,0.0,0.0
1650240000000.0,2022-04-18 00:00:00,USDTHALF/USD,6158.5,6165.75,6158.5,6165.75,9.999999999999999e-06,0.0616575
1650153600000.0,2022-04-17 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1650067200000.0,2022-04-16 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649980800000.0,2022-04-15 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649894400000.0,2022-04-14 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649808000000.0,2022-04-13 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649721600000.0,2022-04-12 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649635200000.0,2022-04-11 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649548800000.0,2022-04-10 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649462400000.0,2022-04-09 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649376000000.0,2022-04-08 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649289600000.0,2022-04-07 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649203200000.0,2022-04-06 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649116800000.0,2022-04-05 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648944000000.0,2022-04-03 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648857600000.0,2022-04-02 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648771200000.0,2022-04-01 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648684800000.0,2022-03-31 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648598400000.0,2022-03-30 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1648512000000.0,2022-03-29 00:00:00,USDTHALF/USD,6158.5,6159.0,6158.5,6158.5,0.0,0.0
1648425600000.0,2022-03-28 00:00:00,USDTHALF/USD,6158.5,6158.75,6158.5,6158.5,0.0,0.0
1648339200000.0,2022-03-27 00:00:00,USDTHALF/USD,6159.0,6159.0,6158.5,6158.5,0.0,0.0
1648252800000.0,2022-03-26 00:00:00,USDTHALF/USD,6160.5,6160.5,6158.5,6159.0,0.0,0.0
1648166400000.0,2022-03-25 00:00:00,USDTHALF/USD,6159.25,6161.5,6158.5,6160.5,0.0,0.0
1648080000000.0,2022-03-24 00:00:00,USDTHALF/USD,6159.25,6160.0,6158.5,6159.25,0.0,0.0
1647993600000.0,2022-03-23 00:00:00,USDTHALF/USD,6158.75,6159.5,6158.5,6159.25,0.0,0.0
1647907200000.0,2022-03-22 00:00:00,USDTHALF/USD,6158.75,6160.5,6158.5,6158.75,0.0,0.0
1647820800000.0,2022-03-21 00:00:00,USDTHALF/USD,6159.0,6159.75,6158.5,6158.75,0.0,0.0
1647734400000.0,2022-03-20 00:00:00,USDTHALF/USD,6159.25,6159.5,6158.5,6159.0,0.0,0.0
1647648000000.0,2022-03-19 00:00:00,USDTHALF/USD,6158.5,6160.0,6158.5,6159.25,0.0,0.0
1647561600000.0,2022-03-18 00:00:00,USDTHALF/USD,6158.5,6159.0,6158.5,6158.5,0.0,0.0
1647475200000.0,2022-03-17 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1647388800000.0,2022-03-16 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1647302400000.0,2022-03-15 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1647216000000.0,2022-03-14 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1647129600000.0,2022-03-13 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1647043200000.0,2022-03-12 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646956800000.0,2022-03-11 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646870400000.0,2022-03-10 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646784000000.0,2022-03-09 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646697600000.0,2022-03-08 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646611200000.0,2022-03-07 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646524800000.0,2022-03-06 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646438400000.0,2022-03-05 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646352000000.0,2022-03-04 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646265600000.0,2022-03-03 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646179200000.0,2022-03-02 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646092800000.0,2022-03-01 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1646006400000.0,2022-02-28 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1645920000000.0,2022-02-27 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1645833600000.0,2022-02-26 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1645747200000.0,2022-02-25 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1645660800000.0,2022-02-24 00:00:00,USDTHALF/USD,6158.5,6158.5,6158.5,6158.5,0.0,0.0
1645574400000.0,2022-02-23 00:00:00,USDTHALF/USD,6158.5,6159.5,6158.5,6158.5,0.0,0.0
1645488000000.0,2022-02-22 00:00:00,USDTHALF/USD,6158.5,6159.25,6158.5,6158.5,0.0,0.0
1645401600000.0,2022-02-21 00:00:00,USDTHALF/USD,6158.5,6158.75,6158.5,6158.5,0.0,0.0
1645315200000.0,2022-02-20 00:00:00,USDTHALF/USD,6169.5,6171.25,6158.5,6158.5,0.0030199999999999997,18.59867
1645228800000.0,2022-02-19 00:00:00,USDTHALF/USD,6169.75,6171.25,6169.0,6169.5,0.0,0.0
1645142400000.0,2022-02-18 00:00:00,USDTHALF/USD,6170.0,6171.25,6168.75,6169.75,0.0,0.0
1645056000000.0,2022-02-17 00:00:00,USDTHALF/USD,6169.75,6171.25,6169.25,6170.0,0.0,0.0
1644969600000.0,2022-02-16 00:00:00,USDTHALF/USD,6169.5,6171.25,6168.75,6169.75,0.0,0.0
1644883200000.0,2022-02-15 00:00:00,USDTHALF/USD,6169.25,6171.25,6167.75,6169.5,0.0,0.0
1644796800000.0,2022-02-14 00:00:00,USDTHALF/USD,6169.25,6171.25,6168.25,6169.25,0.0,0.0
1644710400000.0,2022-02-13 00:00:00,USDTHALF/USD,6169.0,6171.25,6168.25,6169.25,0.0,0.0
1644624000000.0,2022-02-12 00:00:00,USDTHALF/USD,6171.0,6171.25,6169.0,6169.0,0.0,0.0
1644537600000.0,2022-02-11 00:00:00,USDTHALF/USD,6171.25,6171.25,6170.5,6171.0,0.0,0.0
1644451200000.0,2022-02-10 00:00:00,USDTHALF/USD,6171.25,6171.25,6170.25,6171.25,0.0,0.0
1644364800000.0,2022-02-09 00:00:00,USDTHALF/USD,6171.25,6171.25,6171.25,6171.25,0.0,0.0
1644278400000.0,2022-02-08 00:00:00,USDTHALF/USD,6171.25,6171.25,6170.5,6171.25,0.0,0.0
1644192000000.0,2022-02-07 00:00:00,USDTHALF/USD,6170.75,6171.25,6170.25,6171.25,0.0004,2.4685
1644105600000.0,2022-02-06 00:00:00,USDTHALF/USD,6171.5,6171.75,6170.25,6170.75,0.004060328971356804,25.055275
1644019200000.0,2022-02-05 00:00:00,USDTHALF/USD,6159.25,6171.75,6158.5,6171.5,0.0030201223365470303,18.638685
1643932800000.0,2022-02-04 00:00:00,USDTHALF/USD,6158.75,6159.75,6158.5,6159.25,0.0,0.0
1643846400000.0,2022-02-03 00:00:00,USDTHALF/USD,6169.75,6172.75,6158.5,6158.75,0.008127086665313579,50.052695
1643760000000.0,2022-02-02 00:00:00,USDTHALF/USD,6170.5,6178.75,6168.75,6169.75,0.0,0.0
1643673600000.0,2022-02-01 00:00:00,USDTHALF/USD,6170.0,6178.75,6169.75,6170.5,0.0,0.0
1643587200000.0,2022-01-31 00:00:00,USDTHALF/USD,6170.75,6178.75,6169.5,6170.0,0.0,0.0
1643500800000.0,2022-01-30 00:00:00,USDTHALF/USD,6173.25,6178.75,6168.0,6170.75,0.0,0.0
